id,premise,hypothesis,label,attacked_hypothesis,generator
569,"그런데 이 과정에서, 표결을 제외한 과정은 각 과정에서 지연될 수 있는 최대 기간이 지나면 다음 과정으로 자동으로 넘어가게 된다.",표결을 제외한 과정은 지연될 수 있는 최대 기간이 지나도 자동으로 넘어가지 않는다.,2,표결 이외의 절차가 최대로 지체 가능한 기간을 경과해도 자동 진행되지 않는다.,clova
570,3명의 여동생들과 함께 살고 있는 중학생 요시카와 하루오는 그저 평범하고 평탄한 일상으로 살고 싶어 한다.,요시카와 하루오는 혼자 살고 있다.,2,요시카와 하루오는 독신 생활을 하고 있다.,clova
571,무료주차는 집 바로 앞 주차장에 가능하다.,집 바로 앞은 유료주차장이다.,2,집 앞에 위치한 주차장은 요금을 내야 한다.,clova
572,내 인생의 기억될 영화 중 하나가 되다.,기억되는 영화가 하나도 없다.,2,어떤 영화도 떠오르지 않는다.,clova
573,한물간 의료기기를 판매하는 세일즈맨 크리스 가드너는 물건을 팔기 위해 매일 최선을 다하지만 일은 마음대로 되지 않는다.,세일즈맨 크리스는 한물간 의료기기를 매일 하나씩 판매한다.,1,영업 사원인 크리스가 날마다 오래된 의료 기구를 하나씩 팔아치운다.,clova
574,어느 연못가에서 살고 있던 엄마 오리가 알들을 품고 있었다.,엄마 오리는 연못가에서 살고 있었다.,0,엄마 오리가 연못 가장자리 주변에서 서식하고 있었다.,clova
575,해외에 있는 사람들의 힘이 우리에게 큰 도움이 될 것입니다.,해외에 있는 사람들은 우리에게 하나도 도움이 되지 않을 것입니다.,2,해외 거주자들은 우리나라에 전혀 이바지하지 못할 것입니다.,clova
576,생활맥주의 맥주 플랫폼은 기존의 맥주 프랜차이즈 산업 구조를 뛰어넘은 혁신적인 산업 구조다.,생활맥주의 맥주 플랫폼은 혁신적인 산업 구조다.,0,생활 맥주가 제공하는 맥주 관련 서비스는 새로운 산업 체계를 구축하고 있다.,clova
577,한편 이날 중앙방역대책본부는 집단 감염이 발생한 음식점 관련 역학조사 결과를 공개했다.,중악방역대책본부는 집단 감염과 관련한 모든 정보를 비공개했다.,2,중앙 방역 대책 본부에서는 집단감염에 대한 어떠한 정보도 공개하지 않았다.,clova
578,수상버스 정류장과 아카데미아 다리가 가깝습니다,아카데미아 다리가 훨씬 더 가깝습니다.,1,아카데미아 다리는 훨씬 근접합니다.,clova
579,미야자키 하야오 감독님은 믿고 보는거죠.,미야자키 하야오 감독은 항상 의심이 되죠.,2,미야자키 하야오를 감독으로서 언제나 의문스럽습니다.,clova
580,제 밴쿠버 첫워홀시작을 여기서시작했습니다,여기가 제 벤쿠버 첫 워홀을 시작한 곳입니다.,0,여기는 제가 처음으로 벤쿠버에서 워킹 홀리데이를 시작한 장소입니다.,clova
581,호스트가 너무 친절해서 문제일 정도입니다.,호스트는 너무 불친절합니다.,2,호스팅 담당자는 친절함이 매우 부족합니다.,clova
582,해수욕장에는 방역수칙 홍보와 피서객 관리를 위해 드론이 출동했다.,드론이 해수욕장에 출동했다.,0,해수욕장에 드론을 투입하였다.,clova
583,이에 따라 부족한 무연탄 수급을 위해 지난해 수입한 20만 톤보다 5만 톤 늘어난 25만 톤의 무연탄을 베트남에서 수입하고 있다.,무연탄 수입은 지난해보다 더 줄어들었다.,2,지난해에 비해 무연탄 수입이 감소하였다.,clova
584,"이에 국민안전처는 재난안전특별교부세 124억원을 추가로 지원하고, 관계 기관의 대책 회의를 개최하여 협조체계를 강화하겠다는 방침을 밝혔다.",국민안전처는 재난시 안전을 위한 특별교부세를 추가로 120억 원이 넘는 금액을 지원할 것이다.,0,국민안전처가 재난 시에 안전을 위해 특별교부세로 120억 원을 초과하는 액수를 지원하겠다고 하였다.,clova
585,다시 빈에 온다면 여기에 묵을 겁니다.,빈에 올때마다 여기에 묵고 있습니다.,1,빈에 방문할 때마다 이 장소에서 숙박합니다.,clova
586,그의 친구들은 그에게 그녀가 문학 교사이며 그동안 학교에서 소문과 괴롭힘의 대상이 되어왔다고 말해준다.,그녀는 체육 교사로 동료 교사를 괴롭혔다.,2,그녀는 자신의 동료를 괴롭히는 체육 교사였다.,clova
587,위치 아주 좋고 주인아저씨도 매우 친절하십니다.,주인아주머니도 친절하십니다.,1,주인 아주머님은 상냥하시다.,clova
588,우리의 디지털 역량을 전 산업 분야에 결합시킨다면 추격형 경제에서 선도형 경제로 거듭날 수 있습니다.,아직 우리는 추격형 경제입니다.,0,Error,clova
589,라이브커머스 판촉행사에는 각 부 장관들이 총출동해 힘을 보탰다.,라이브커머스 판촉행사에 무관심한 장관도 있다.,2,Error,clova
590,그는 유명 서양화가 박항률 화백의 아들이다.,그는 박항률 화백의 아버지이다.,2,박항률 화가의 아버지가 그 사람이다.,clova
591,경찰과 구 직원이 합동으로 순찰을 하면서 마스크 미착용자에 대해 1차 경고를 하고 즉시 이행하지 않으면 과태료 최대 300만원을 부과한다.,과태료를 부과하기전 먼저 1차 경고를 실시한다.,0,과태료 부과에 앞서 우선적으로 1차 경고 조치를 취한다.,clova
592,집도 사진보다 훨씬 예쁘고 깔끔합니다.,집 주변이 지저분하지 않습니다.,1,집 근처가 더럽지 않습니다.,clova
593,너무도 사랑스러워서 미소가 줄곧 입에서 떠나질 않았습니다.,너무도 혐오스러워서 미소 지을 수 없었습니다.,2,너무 혐오스러워 웃음을 지을 수가 없었습니다.,clova
594,전쟁같은 제 삶에 잔잔한 감동을 주는 유일한 드라마였는데.,평화로운 제 삶에 전쟁같은 스펙타클한 자극을 주는 유일한 드라마였는데.,2,평온한 내 일상에 전투와 같은 짜릿함을 선사하는 단 하나의 드라마다.,clova
595,잘만든건 역시 누가 봐도 알수있는 그런 영화,누가 봐도 알 수 있어야 잘만든 영화.,0,누구나 쉽게 이해할 만큼 잘 만들어진 영화가 좋은 작품이다.,clova
596,기회는 정규 시간 종료 10분 전에 찾아왔다.,정규 시간 종료 10분 전에 찾아온 기회는 순식간에 사라졌다.,1,정규 시간 끝나기 십 분 전 다가왔던 기회는 금세 없어졌다.,clova
597,나오는 배우들이 아까울정도의 연출 잠자고 싶은 사람들에게 추천,나오는 배우들은 연출을 비난했다.,1,출연진은 연출가를 비판하고 나섰다.,clova
598,사진과 같이 멋진 광경을 볼 수있어요.,실망스럽지 않은 광경을 볼 수 있어요.,0,실망할 만한 장면을 보지 않을 수도 있습니다.,clova
599,"또, 기회로의 접근성 제고, 개도국 금융 지원, 인프라, 국제 조세, 금융 이슈 등도 다뤘다.",국제 조세를 중점으로 다뤘다.,1,국제 세금에 대해 주로 다루었다.,clova
600,행사에 참여한 군인 수십명이 도망가고 경호원들은 방탄복으로 대통령을 보호했다.,경호원들은 도망가지 않았다.,0,경호원들이 달아나지 않았다는 것이다.,clova
601,"이 협약에 따라 화학산업시설들은 신고를 의무화하고, 화학무기를 만들 목적으로 사용될 수 있는 화학물질들의 무역을 통제하는 것이다.",이 협약에 따라 화학산업시설들은 신고 의무 제도가 없어진다.,2,이 협약으로 인해 화학 산업 시설들의 경우 신고 제도 의무가 소멸된다.,clova
602,"신청한 도서는 중앙도서관과 협약서점인 안산문고, 원곡서점, 한가람문고, 대동서적, 토닥토닥괜찮아, 모모책방 중 가까운 서점 어디서나 이용 가능하다.",안산문고는 중앙도서관과 협약을 맺었다.,0,중앙도서관과 안산문고가 협약하였다.,clova
603,대산 수소연료전지 발전소는 부생 수소를 에너지원으로 활용한 세계 최초 상업용 발전소다.,부생 수소를 에너지원으로 활용하는 것은 불가능하다.,2,부생 수소는 에너지 원으로 쓸 수 없다.,clova
604,사진보다 더 아늑하고 예쁜 숙소입니다.,사진이 더 예쁜 숙소입니다.,2,숙소가 사진보다 아름답습니다.,clova
605,이는 구속인정심사 절차 중 10분 이내로 용의자가 의견을 밝힐 수 있는 기회가 부여되기 때문이다.,구속인정심사 절차 중 의견을 밝힐 수 있는 기회는 피해자에게만 부여된다.,2,피해자에 한해 구속 인정 심사 과정 중에 의견 표명의 기회가 주어진다.,clova
606,현미경이 발명되고 미시적인 대상을 관찰할 수 있게 되어서야 비로소 세포를 발견할 수 있었다.,현미경이 발명된 후 세포가 발견됬다.,0,세포는 현미경 발명 이후 발견되었다.,clova
607,인생에서 꼭 한 번 봐야할 영화입니다.,인생의 전환점이 될 수 있는 영화입니다.,1,인생의 터닝 포인트가 되어줄 가능성이 있는 영화가 바로 이것입니다.,clova
608,집합금지 명령 등을 위반한 음식점에는 영업정지 처분을 내릴 수 있도록 법 개정도 추진할 예정이다.,집합금지 명령을 위반한 음식점에 영업정지 처분을 내릴 수 있는 법 개정이 완료되었다.,2,집합금지 명령을 지키지 않은 식당에 영업을 중단시킬 수 있도록 법을 개정하였다.,clova
609,억지 감성팔이하는 어디의 영화들 보단 훌륭하다,억지 감성팔이 하는 영화들보다 별로다.,2,억지로 감성을 자극하려는 영화들에 비해 부족하다.,clova
610,"환상적인 뷰,최고의 입지,1층에 위치한 오토바이렌탈샵과 코인세탁소도 편리했습니다.",오토바이렌탈샵과 코인세탁소는 1층에 위치하고 있습니다.,0,오토바이 대여점과 동전 빨래방이 1층으로 자리 잡고 있습니다.,clova
611,위치도 좋고 체크인 체크아웃도 편리합니다.,편리한 것은 체크인 뿐입니다.,2,체크인이야말로 편리함 그 자체입니다.,clova
612,주위에 프랜차이즈 음식점과 편의점도 많아서 가족들이 이용하기에 편리합니다.,프렌차이즈 음식점을 이용하기 편합니다.,0,프랜차이즈 식당에서의 식사가 용이합니다.,clova
613,하지만 어느 날 아버지의 갑작스러운 승진 때문에 블라이스는 아버지를 따라 혼잡한 도시로 이사하게 된다.,블라이스의 아버지는 갑자기 승진되셨다.,0,블라이스의 부친께서는 갑작스럽게 진급하셨다.,clova
614,어떻게이런전개를 할수잇는건지 이글을쓴사람에 정신세계를 이해할수잇는사람이 얼마나될런지,모두가 글 쓴 사람의 정신세계를 이해한다.,2,모든 사람이 글을 쓴 이의 내면 세계를 파악하고 있다.,clova
615,"사진과 똑같고 방, 화장실 모두 깔끔합니다.",방과 화장실이 넓습니다.,1,방과 욕실이 큽니다.,clova
616,발렌티나 마트비옌코 러시아 상원의장은 조약 비준 절차가 이번 주말까지 완료될 것이라고 말했다.,러시아 상원의장은 조약 비준 절차에 대해 말했다.,0,러시아 상원은장이 조약 승인 과정에 대해서 언급했다.,clova
617,"이외에도 우수상 2개팀, 장려상 3개팀, 인기상 5개팀에도 각각 상장과 부상이 주어졌다.",우수상을 받는 팀은 두 팀이다.,0,우수상 수상팀은 총 두 개팀으로 이루어져 있다.,clova
618,"충전소 1기당 사업비는 일반 30억원, 버스 60억원이다.",충전소 2기당 사업비는 일반 60억원이고 버스 120억원이다.,0,"일반 충전소는 2기를 건설하는데에 60억원이 필요하며, 버스 충전소는 동일하게 2기를 설치할 때 120억원의 비용이 든다.",clova
619,의사는 애나의 병을 완벽하게 치료하기 어렵다고 선언한다.,애나의 병을 완벽하게 치료하기 어렵다.,0,애나가 지닌 질환에 대한 완전한 치유가 힘들다.,clova
620,정세균 국무총리가 28일 정부서울청사에서 열린 국무회의를 주재하고 있다.,28일 정부서울청사에서 열린 국무회의는 1시간 동안 진행되었다.,1,정부 서울 청사에서 28일에 개최된 국무회의가 약 60분 동안 이어졌다.,clova
621,1층엔 새벽 1시까지 운영하는 가게가 있습니다.,1층 가게는 새벽까지 운영합니다.,1,새벽까지도 영업하는 곳은 1층의 상점입니다.,clova
